genes	REF	EtOG_20	EtOH_40	EtOH_60	Osm_02	Osm_04	Osm_06	HiT_33	HiT_36	HiT_38
YJL050W	5.82904E-06	4.37916E-06	4.25921E-06	5.98848E-06	5.80534E-06	6.65298E-06	6.49202E-06	6.24796E-06	5.27867E-06	5.79622E-06
YJL052W	0.000148917	7.34342E-05	8.77494E-05	0.000197312	0.000138861	0.000135176	9.27501E-05	0.000184993	0.000133683	8.97457E-05
YJL053W	5.87204E-06	6.54056E-06	5.56689E-06	5.88806E-06	6.65071E-06	6.26487E-06	5.22438E-06	5.19253E-06	7.80754E-06	5.97566E-06
YJL060W	6.4052E-05	0.000102695	7.7388E-05	9.97415E-05	7.29863E-05	7.16059E-05	7.73032E-05	7.47058E-05	7.71512E-05	9.13457E-05
YJL063C	1.88681E-05	1.67341E-05	2.92667E-05	2.45119E-05	1.98591E-05	1.78122E-05	1.93861E-05	1.62841E-05	1.73286E-05	1.69727E-05
YJL066C	0.000129266	0.000122978	0.000221774	0.000219564	0.000114046	0.000110225	9.7069E-05	0.000167012	0.000184851	0.000160832
YJL069C	1.73219E-06	1.85595E-06	1.85844E-06	2.50843E-06	2.41241E-06	2.45282E-06	2.5682E-06	2.13187E-06	2.16557E-06	2.85865E-06
YJL071W	9.08374E-06	0	0	0	8.93597E-06	0	0	8.08655E-06	7.74572E-06	8.08354E-06
YJL074C	2.47896E-06	2.41005E-06	2.69769E-06	2.47676E-06	1.42521E-06	1.95999E-06	1.91842E-06	1.52201E-06	1.01076E-06	1.74987E-06
YJL076W	1.02265E-05	1.40511E-05	9.29821E-06	1.38712E-05	8.29488E-06	9.87108E-06	1.05311E-05	8.69972E-06	1.31111E-05	1.00567E-05
YJL080C	0.000104039	9.9613E-05	9.61855E-05	0.000108505	0.000110413	0.000113524	0.000113413	0.000105446	0.000115274	0.000130639
YJL082W	1.48915E-05	1.20265E-05	7.62212E-06	8.71184E-06	1.33602E-05	1.25376E-05	1.1123E-05	1.91754E-05	2.55547E-05	3.57954E-05
YJL085W	0	0	0	0	0	0	0	0	0	0
YJL088W	0.001300809	0.001044904	0.000759634	0.000591943	0.001053329	0.00105431	0.000815785	0.000953975	0.000922764	0.000517668
YJL096W	6.70966E-05	5.84766E-05	0.000111231	9.93204E-05	6.83656E-05	7.07557E-05	6.84606E-05	6.38116E-05	6.88042E-05	6.88158E-05
YJL101C	1.36821E-05	1.66005E-05	1.31777E-05	2.01149E-05	1.52535E-05	1.61489E-05	1.76759E-05	1.20837E-05	1.0193E-05	1.21783E-05
YJL104W	2.6053E-05	2.63094E-05	3.98817E-05	3.85306E-05	3.004E-05	2.99474E-05	2.83494E-05	2.52409E-05	2.58693E-05	4.20136E-05
YJL109C	2.56774E-05	1.25901E-05	1.39193E-05	2.16733E-05	1.77069E-05	2.14173E-05	2.43095E-05	1.65799E-05	1.93794E-05	2.49636E-05
YJL111W	5.18782E-05	4.67549E-05	4.66951E-05	5.41368E-05	5.33189E-05	5.1878E-05	5.45437E-05	5.21531E-05	5.40913E-05	4.55179E-05
YJL112W	9.86601E-06	1.4061E-05	1.42568E-05	1.22278E-05	9.36556E-06	6.13209E-06	6.20482E-06	1.23162E-05	1.08263E-05	7.67373E-06
YJL115W	9.27533E-05	0.000103077	7.29799E-05	8.65419E-05	8.8218E-05	8.49696E-05	8.4335E-05	8.95245E-05	8.75312E-05	6.41183E-05
YJL117W	0.00016907	0.000205553	0.00020436	0.000236784	0.000181903	0.000171223	0.000179686	0.000184506	0.000205287	0.000259095
YJL121C	0.0001036	0.000114337	0.000105534	8.65157E-05	0.000121648	0.000121905	0.000120154	0.000103097	0.000108512	8.92522E-05
YJL123C	9.04043E-05	7.33455E-05	8.41526E-05	0.000112177	8.98857E-05	8.6076E-05	8.49118E-05	0.000103308	0.000110132	9.18599E-05
YJL125C	2.57482E-06	2.30266E-06	2.24019E-06	2.36719E-06	2.37967E-06	4.62321E-06	2.36591E-06	2.48528E-06	2.87274E-06	2.4141E-06
YJL126W	0	0	0	0	0	0	0	0	0	0
YJL128C	3.53063E-06	3.3092E-06	3.94029E-06	4.76437E-06	3.35889E-06	3.29767E-06	3.43099E-06	2.798E-06	3.36904E-06	3.58818E-06
YJL130C	0.000413326	0.000378982	0.000329339	0.000262186	0.000426187	0.000434714	0.000389276	0.00042909	0.000447442	0.000597642
YJL140W	6.69988E-05	5.19227E-05	6.49825E-05	7.22049E-05	8.89672E-05	5.94726E-05	5.42929E-05	6.01647E-05	6.8876E-05	6.83993E-05
YJL145W	3.87611E-06	4.59662E-06	3.23757E-06	2.38566E-06	3.85046E-06	3.63485E-06	3.92196E-06	3.54212E-06	3.85633E-06	2.52291E-06
YJL148W	6.76346E-06	6.34369E-06	9.36604E-06	8.07836E-06	8.93765E-06	8.70501E-06	7.59883E-06	9.08296E-06	8.18207E-06	7.09574E-06
YJL154C	0	4.42557E-06	4.20408E-06	5.82E-06	3.2162E-06	0	2.53806E-06	3.63133E-06	2.83237E-06	4.05003E-06
YJL155C	2.70332E-05	2.72548E-05	1.97505E-05	2.1516E-05	2.29023E-05	2.33668E-05	2.02507E-05	3.05739E-05	3.40311E-05	1.93108E-05
YJL158C	2.1072E-05	1.13943E-05	2.92374E-05	0	2.28503E-05	2.30849E-05	3.04568E-05	2.35663E-05	2.49522E-05	5.84482E-05
YJL165C	2.65728E-06	1.81374E-06	3.71386E-06	6.72048E-06	0	0	0	0	0	2.16111E-06
YJL167W	0.000662082	0.000846614	0.000742689	0.000705048	0.000691726	0.000678498	0.000663226	0.000617448	0.000642575	0.000569198
YJL171C	0.000140068	0.000176557	0.000235318	0.000414398	0.000124596	0.000119556	0.000118017	0.000157711	0.000145781	0.000292794
YJL172W	3.40061E-05	0.00023099	4.00617E-05	1.83612E-05	3.46826E-05	3.20935E-05	2.65447E-05	3.89369E-05	4.11712E-05	2.18131E-05
YJL173C	0	0	0	0	0	0	0	0	0	0
YJL177W	0.000142105	0.000129774	0.000129595	0.000117896	0.000131501	0.000142626	0.000132824	0.000151534	0.000137156	0.000119516
YJL178C	1.50549E-05	1.75013E-05	2.04594E-05	1.97531E-05	1.40643E-05	1.25859E-05	1.17025E-05	1.49246E-05	1.59439E-05	1.62371E-05
YJL179W	1.83382E-05	1.80618E-05	2.25959E-05	2.77227E-05	1.853E-05	1.93588E-05	1.67074E-05	2.02044E-05	2.01687E-05	1.62131E-05
YJL180C	1.653E-05	1.52245E-05	2.76705E-05	2.47374E-05	1.53487E-05	1.51713E-05	1.23154E-05	1.26279E-05	1.32411E-05	1.8101E-05
YJL183W	3.73552E-05	4.07776E-05	3.75721E-05	3.95788E-05	3.99873E-05	3.89805E-05	3.65657E-05	3.85596E-05	3.31064E-05	3.79058E-05
YJL186W	5.14968E-05	0	5.81178E-05	0	6.03772E-05	5.55499E-05	5.75065E-05	5.28812E-05	0	4.7017E-05
YJL192C	2.15585E-05	2.28686E-05	2.21152E-05	2.45486E-05	2.03936E-05	2.25655E-05	2.01822E-05	2.10771E-05	1.89716E-05	1.81899E-05
YJL197W	5.04014E-06	0	6.2694E-06	0	0	0	0	7.07139E-06	0	7.32315E-06
YJL200C	7.94204E-05	6.74203E-05	9.96946E-05	0.000105831	8.05145E-05	7.69175E-05	7.59902E-05	7.71512E-05	6.89903E-05	5.19412E-05
YJL201W	0	0	0	0	0	0	0	0	0	0
YJL203W	4.31181E-05	0.000272361	0.000358563	0	4.799E-05	1.82225E-05	0	2.70082E-05	3.10762E-05	5.2092E-06
YJL204C	0	0	0	0	0	0	0	0	0	0
YJL207C	0	0	0	0	0	0	0	0	0	0
YJL208C	4.2596E-05	4.3052E-05	5.30144E-05	4.81645E-05	5.05541E-05	4.05498E-05	3.83889E-05	3.71386E-05	3.83654E-05	3.68159E-05
YJL213W	2.70577E-07	3.63364E-07	1.06882E-06	7.26075E-07	8.21864E-07	7.28055E-07	1.27485E-06	2.8813E-07	2.40319E-07	5.59601E-07
YJL217W	0.000170965	0.000307369	0.000265239	0.000204589	0.000142814	0.000166157	0.000164189	0.000206922	0.000227177	8.31028E-05
YJR002W	2.66623E-06	1.64551E-06	2.11289E-06	2.25429E-06	2.66198E-06	2.3904E-06	2.5539E-06	2.86873E-06	2.60475E-06	2.89297E-06
YJR003C	1.45855E-06	1.02267E-06	1.47029E-06	1.67101E-06	1.56406E-06	9.93044E-07	1.75071E-06	1.64944E-06	1.37235E-06	1.18095E-06
YJR007W	0.000214384	0.000245922	0.000212467	0.00018659	0.000219413	0.000232573	0.000245258	0.000236872	0.000251355	0.000195633
YJR009C	0.000260082	0.000153788	0.000231666	0.000341622	0.000353355	0.000350889	0.000504889	0.000315927	0.000287683	0.000417945
YJR010W	0.000652926	0.000800805	0.00083945	0.000992368	0.00076048	0.000810454	0.001058936	0.00076558	0.000822292	0.001047345
YJR014W	2.10814E-05	2.39356E-05	2.36401E-05	2.57934E-05	2.08826E-05	2.26167E-05	2.10153E-05	2.32817E-05	2.44656E-05	2.27426E-05
YJR016C	0.000523945	0.000408139	0.000503821	0.000471982	0.000546644	0.000525168	0.00052596	0.000444839	0.00037388	0.000307819
YJR017C	2.85064E-05	3.42128E-05	2.71781E-05	2.21742E-05	2.88638E-05	2.65096E-05	2.61059E-05	3.21765E-05	3.51963E-05	2.63636E-05
YJR019C	6.4857E-05	4.88774E-05	3.0662E-05	1.66757E-05	8.37239E-05	8.01951E-05	7.86805E-05	7.6824E-05	7.87902E-05	1.55918E-05
YJR022W	5.56545E-06	0	3.75694E-06	0	0	0	2.82389E-06	5.42865E-06	4.29741E-06	3.83253E-06
YJR024C	2.6967E-05	2.69921E-05	1.81155E-05	1.13648E-05	2.27872E-05	2.38287E-05	2.26727E-05	2.90242E-05	2.76933E-05	9.0993E-06
YJR025C	5.488E-06	4.66722E-06	3.58878E-06	2.53828E-06	5.60718E-06	4.67123E-06	3.9213E-06	4.52559E-06	4.83865E-06	4.16573E-06
YJR031C	1.36595E-06	1.88318E-06	1.6097E-06	2.19201E-06	2.39651E-06	1.33911E-06	1.40844E-06	0	1.5407E-06	1.63348E-06
YJR042W	1.00408E-05	7.23454E-06	1.05846E-05	1.14399E-05	9.83999E-06	9.41425E-06	1.1366E-05	1.00875E-05	1.06073E-05	9.34845E-06
YJR046W	1.14724E-06	0	0	0	0	0	1.35436E-06	0	1.44843E-06	2.98979E-06
YJR048W	0.000272671	0.000300873	0.000547699	0.000399112	0.000326533	0.000302027	0.000363508	0.000262408	0.000254769	0.000219855
YJR051W	1.31109E-05	1.64178E-05	2.31056E-05	1.70221E-05	1.61392E-05	1.57402E-05	1.19062E-05	1.65145E-05	1.69778E-05	1.50761E-05
YJR057W	2.29589E-05	2.11948E-05	1.98988E-05	1.99858E-05	2.19276E-05	2.71166E-05	1.87667E-05	2.98158E-05	2.03412E-05	1.96032E-05
YJR058C	0	0	0	0	0	0	0	0	0	0
YJR064W	8.80044E-05	7.91908E-05	8.51679E-05	0.000101417	9.29062E-05	9.38165E-05	9.73498E-05	9.01088E-05	9.45698E-05	8.45843E-05
YJR065C	0.000147073	0.000140568	0.00014651	0.000173794	0.00014472	0.000143364	0.000145248	0.000164506	0.00019363	0.000174401
YJR066W	0	0	0	0	0	0	0	0	0	0
YJR068W	1.70729E-05	2.93287E-05	1.8883E-05	1.87704E-05	1.06885E-05	2.12415E-05	1.49195E-05	1.56214E-05	1.5152E-05	1.66359E-05
YJR069C	0.000101263	0.000100474	7.97537E-05	6.92924E-05	0.000101909	0.000103669	0.000105516	9.67982E-05	8.95099E-05	8.14044E-05
YJR070C	0.000232856	0.000161706	0.000160205	0.000137472	0.000286075	0.000275349	0.000300558	0.000262007	0.000217798	0.00017005
YJR072C	1.69901E-05	1.48837E-05	1.73481E-05	2.17342E-05	1.83741E-05	1.82553E-05	1.72013E-05	2.13721E-05	2.18986E-05	2.03465E-05
YJR073C	0.000271046	0.000893039	0.0008311	0.000440279	0.000234972	0.000220792	0.000357261	0.000281407	0.000339288	0.000620333
YJR075W	5.01608E-05	4.65796E-05	4.22069E-05	4.91344E-05	4.36548E-05	4.72485E-05	4.89425E-05	4.11873E-05	4.28349E-05	3.75773E-05
YJR076C	7.1402E-05	6.73947E-05	7.30625E-05	8.11313E-05	7.00933E-05	7.5993E-05	6.93954E-05	6.34427E-05	6.19294E-05	7.81133E-05
YJR077C	0.001924589	0.003867361	0.003348004	0.002339879	0.002556215	0.00251807	0.003008549	0.001878344	0.001863345	0.001224157
YJR078W	1.34384E-06	3.13149E-06	1.77417E-06	1.56715E-06	1.48801E-06	1.58726E-06	1.72438E-06	2.50907E-06	3.05929E-06	2.80528E-06
YJR084W	7.1706E-06	7.85839E-06	7.3265E-06	1.08882E-05	0	7.51597E-06	6.8449E-06	0	1.04996E-05	8.55378E-06
YJR088C	8.12947E-05	7.85288E-05	7.41668E-05	8.53169E-05	7.88349E-05	8.32454E-05	7.706E-05	8.06049E-05	9.0782E-05	8.38456E-05
YJR096W	3.76165E-05	1.42187E-05	9.19847E-06	1.26666E-05	2.96228E-05	3.05381E-05	1.70039E-05	4.41459E-05	4.61765E-05	1.04767E-05
YJR099W	0.000128177	0.000144074	8.1559E-05	7.59356E-05	0.000109708	0.000103295	8.70228E-05	0.000133632	0.000154397	9.95431E-05
YJR101W	8.09512E-05	7.71158E-05	0.000145488	0.000153056	0.000102778	8.41536E-05	8.617E-05	7.88068E-05	8.49988E-05	0.000132622
YJR104C	0.002490359	0.003008302	0.00256561	0.001975994	0.002244565	0.002163321	0.001723358	0.002983886	0.003581351	0.002176109
YJR105W	0.000663445	0.000666653	0.000710239	0.000581924	0.000674414	0.00070527	0.000730972	0.000665181	0.000625486	0.000738746
YJR109C	0.000794939	0.00048899	0.000636343	0.000498347	0.000731688	0.000664899	0.000494838	0.000571573	0.000457508	0.000372719
YJR111C	1.71109E-05	1.44519E-05	1.63719E-05	1.2321E-05	1.30314E-05	1.41406E-05	1.02212E-05	2.09584E-05	1.40154E-05	1.06228E-05
YJR117W	6.14405E-05	6.96653E-05	7.97112E-05	0.000102095	7.33853E-05	7.67524E-05	9.1725E-05	6.36705E-05	7.78568E-05	0.000122346
YJR118C	0	0	0	0	0	0	0	0	0	0
YJR121W	0.006209824	0.008921411	0.009643226	0.007602519	0.006843224	0.006826522	0.007663625	0.006108525	0.005228807	0.002753078
YJR122W	1.32523E-06	7.63331E-07	1.50431E-06	1.88587E-06	1.26293E-06	1.25372E-06	7.876E-07	8.28895E-07	4.85322E-07	1.00639E-06
YJR123W	0.000605991	0.00054263	0.00047414	0.000447603	0.000570302	0.000548958	0.000570416	0.000570828	0.000495285	0.000522937
YJR125C	3.81537E-05	3.61198E-05	3.07123E-05	3.01032E-05	3.66345E-05	3.69136E-05	2.97353E-05	3.65284E-05	3.89433E-05	3.20614E-05
YJR129C	3.39817E-06	3.61666E-06	1.85064E-06	1.66055E-06	4.12525E-06	3.56543E-06	0	4.03007E-06	3.7326E-06	1.47756E-06
YJR130C	3.73163E-06	3.06896E-06	3.30316E-06	1.93682E-06	3.30415E-06	2.90443E-06	2.48183E-06	2.65242E-06	2.88012E-06	2.05134E-06
YJR133W	8.10261E-05	0.000106593	0.000124565	9.27585E-05	8.77826E-05	8.2911E-05	6.69978E-05	8.6231E-05	0.000133609	0.000125222
YJR135C	0	0	0	0	0	0	0	0	0	0
YJR135W-A	0	0	0	0	0	0	0	0	0	0
YJR137C	0.000343055	0.000305429	0.000342231	0.000411134	0.000346028	0.000358773	0.000356239	0.000319848	0.000266206	0.000263061
YJR139C	0.001023937	0.00121709	0.001150775	0.001236437	0.001110089	0.001103098	0.001170534	0.001101127	0.001105331	0.001340185
YJR142W	1.26782E-05	1.04278E-05	9.43322E-06	8.42906E-06	1.28992E-05	1.20983E-05	1.32669E-05	1.12176E-05	1.20802E-05	8.10116E-06
YJR143C	2.42134E-05	2.76646E-05	2.35781E-05	3.68018E-05	2.1898E-05	2.83163E-05	2.64255E-05	3.04101E-05	2.23859E-05	7.2989E-05
YJR144W	9.87385E-05	0.000118751	0.000102591	8.91064E-05	9.33771E-05	8.9906E-05	7.60578E-05	8.12331E-05	7.47864E-05	3.93546E-05
YJR148W	0.000220921	0.000377189	0.000212934	4.59844E-05	0.000172336	0.000185834	0.000110584	0.000275541	0.000281878	4.71468E-05
YKL001C	0.000786415	0.000757681	0.000862179	0.000941572	0.000850481	0.000884714	0.000865221	0.000855824	0.000838873	0.001030519
YKL003C	0	0	0	0	0	0	0	0	0	0
YKL007W	0.000323613	0.000282161	0.000281026	0.000315832	0.000303773	0.000313373	0.000289942	0.000339138	0.000341556	0.000261019
YKL009W	4.48104E-05	3.35081E-05	2.93739E-05	2.95376E-05	4.81516E-05	4.88021E-05	4.47782E-05	5.01532E-05	4.2892E-05	3.31547E-05
YKL013C	0	0	0	0	0	0	0	0	0	0
YKL014C	0	0	0	0	0	0	0	0	0	0
YKL016C	0.000655699	0.000979486	0.001046377	0.000754783	0.000682138	0.000668092	0.000711885	0.000571777	0.000571457	0.000170799
YKL017C	0	0	0	0	0	0	0	0	0	0
YKL019W	9.80062E-06	9.44636E-06	6.58602E-06	4.87258E-06	7.42309E-06	7.89301E-06	6.93236E-06	8.00751E-06	8.17402E-06	6.53563E-06
YKL022C	0	0	0	0	0	0	0	0	0	0
YKL023W	1.87704E-05	2.20098E-05	1.93241E-05	1.06049E-05	2.62061E-05	1.88335E-05	1.42601E-05	1.93245E-05	1.90567E-05	1.20899E-05
YKL024C	0.000119245	0.00010125	9.42199E-05	8.47383E-05	0.00013082	0.00013891	0.000151239	0.000174991	0.000182835	0.00018676
YKL025C	0	0	0	0	0	0	0	0	0	0
YKL027W	3.74005E-05	3.71564E-05	4.3209E-05	4.32773E-05	4.5736E-05	3.93274E-05	3.91331E-05	4.40639E-05	3.89266E-05	4.6571E-05
YKL029C	3.52951E-05	2.85573E-05	4.40431E-05	2.4655E-05	3.51581E-05	3.7145E-05	3.7244E-05	4.83631E-05	3.13835E-05	4.3398E-05
YKL032C	1.15983E-05	1.46832E-05	1.2642E-05	1.27023E-05	1.07466E-05	9.46506E-06	8.39023E-06	9.39447E-06	1.11196E-05	7.67474E-06
YKL033W-A	6.23823E-05	4.46843E-05	5.5148E-05	4.63752E-05	5.78694E-05	5.87659E-05	4.99168E-05	5.21063E-05	4.96319E-05	3.78067E-05
YKL035W	0.000342681	0.000362773	0.000351038	0.000527877	0.000365981	0.000377775	0.000372128	0.000449241	0.000538599	0.000659169
YKL039W	2.66112E-05	4.05312E-05	3.52465E-05	3.59559E-05	3.28343E-05	7.89915E-05	2.6372E-05	2.46805E-05	2.51271E-05	4.53911E-05
YKL040C	3.25384E-05	2.68754E-05	3.339E-05	3.05329E-05	3.02446E-05	3.13663E-05	3.29385E-05	3.12795E-05	3.33396E-05	2.23966E-05
YKL047W	3.78864E-06	4.35594E-06	3.92545E-06	4.22668E-06	4.18745E-06	3.55838E-06	5.31672E-06	3.54892E-06	3.55813E-06	3.73842E-06
YKL054C	1.86473E-05	1.8253E-05	1.8197E-05	1.91629E-05	1.83143E-05	1.72149E-05	1.7649E-05	1.84537E-05	1.98255E-05	1.82553E-05
YKL056C	0.001499545	0.001894915	0.001668106	0.00168504	0.0016549	0.00152263	0.001461251	0.001594597	0.001659849	0.001850036
YKL057C	4.1262E-06	3.67712E-06	3.72648E-06	2.09923E-06	2.30843E-06	4.59327E-06	3.35865E-06	3.11097E-06	3.58259E-06	4.17013E-06
YKL060C	0.006094596	0.003816519	0.002961401	0.003093805	0.006235209	0.006474748	0.00662797	0.006248695	0.005638682	0.005415927
YKL063C	2.09838E-06	2.44587E-06	2.31697E-06	3.3919E-06	2.2331E-06	1.84798E-06	1.93596E-06	2.74714E-06	2.75551E-06	1.72645E-06
YKL064W	1.29744E-05	0	8.44635E-06	0	0	0	0	0	0	9.70549E-06
YKL067W	0.00113363	0.001101233	0.00114619	0.000752536	0.001175561	0.001008372	0.001207842	0.001067205	0.001290987	0.000494388
YKL068W	1.18478E-05	9.85394E-06	2.182E-05	1.76172E-05	1.45601E-05	1.16433E-05	1.07697E-05	1.28722E-05	1.20769E-05	1.07347E-05
YKL073W	8.31639E-06	7.45596E-06	7.02888E-06	8.44736E-06	9.98931E-06	7.25451E-06	8.29837E-06	8.10978E-06	9.9384E-06	1.08168E-05
YKL074C	0	0	0	0	0	0	0	0	0	0
YKL075C	0	0	0	0	0	0	0	0	0	0
YKL077W	5.43682E-06	5.73634E-06	5.53683E-06	6.12129E-06	5.11236E-06	5.18212E-06	5.17625E-06	4.8161E-06	4.71555E-06	3.21006E-06
YKL079W	0	0	0	0	0	0	0	0	0	0
YKL080W	0.000341784	0.000448166	0.000425506	0.000520436	0.000370827	0.000367662	0.000377892	0.000382895	0.000399355	0.000476619
YKL081W	0.000644804	0.000555902	0.000735441	0.000918573	0.000756431	0.000777655	0.000862882	0.000723984	0.000699811	0.000827325
YKL085W	0.002336139	0.00317041	0.005365472	0.004284117	0.0023165	0.002362761	0.002778202	0.002413778	0.002761193	0.001278105
YKL087C	1.50841E-05	1.88495E-05	3.62791E-05	3.77603E-05	1.34285E-05	1.49997E-05	1.45908E-05	1.41466E-05	1.30673E-05	1.40894E-05
YKL088W	1.27954E-05	9.64487E-06	1.6154E-05	2.3947E-05	1.22275E-05	1.09266E-05	1.48438E-05	1.15071E-05	1.79284E-05	1.73524E-05
YKL091C	2.41097E-05	2.69225E-05	2.72429E-05	3.47351E-05	2.14415E-05	2.103E-05	1.59871E-05	2.87904E-05	3.49546E-05	2.48119E-05
YKL094W	0.000105318	0.000135938	0.000169756	0.000233416	0.000115924	0.000109836	0.000114653	0.000122214	0.000137014	0.000127259
YKL100C	0	0	0	0	0	0	0	0	0	0
YKL103C	6.2046E-05	8.38004E-05	6.18199E-05	8.79378E-05	5.69217E-05	5.31128E-05	4.08506E-05	6.35697E-05	6.71127E-05	6.52829E-05
YKL104C	0.00011971	0.000166312	0.000113603	8.89635E-05	0.00011161	0.000106935	8.98945E-05	0.00012528	0.000153447	0.000145644
YKL106W	8.73646E-06	6.63155E-06	3.38642E-06	4.70033E-06	6.99213E-06	9.02845E-06	6.82477E-06	7.0667E-06	6.73604E-06	9.19881E-06
YKL110C	8.97087E-06	1.07042E-05	8.73538E-06	7.09768E-06	1.04231E-05	1.02073E-05	1.27847E-05	1.08667E-05	1.17696E-05	1.29383E-05
YKL112W	1.42182E-05	1.35553E-05	1.26125E-05	1.412E-05	1.38267E-05	1.44282E-05	1.27385E-05	1.30347E-05	1.39585E-05	1.16752E-05
YKL113C	1.62882E-05	1.85089E-05	1.38914E-05	1.49072E-05	1.57587E-05	1.63794E-05	1.52315E-05	1.3168E-05	1.36812E-05	8.80127E-06
YKL114C	1.46723E-05	1.26895E-05	1.70728E-05	1.5174E-05	1.57803E-05	1.19525E-05	1.52355E-05	1.44598E-05	1.50727E-05	1.40757E-05
YKL117W	0.000160342	0.000155128	0.000156166	0.000152458	0.000147664	0.000151317	0.000131806	0.000167088	0.00019777	0.000131982
YKL120W	6.60941E-05	8.3254E-05	7.86997E-05	7.29257E-05	6.97242E-05	7.88338E-05	8.76285E-05	9.3321E-05	8.16618E-05	0.000148381
YKL122C	0.000247953	0.000235367	0.000208634	0.000218572	0.000252597	0.000253634	0.000239665	0.000243736	0.000244208	0.000159612
YKL126W	9.95507E-06	1.38268E-05	8.2439E-06	1.22146E-05	1.38343E-05	1.3102E-05	1.39306E-05	9.68065E-06	8.86279E-06	1.59647E-05
YKL127W	3.68935E-05	4.15274E-05	3.83168E-05	3.41297E-05	3.3348E-05	3.36935E-05	2.87478E-05	2.72173E-05	3.14056E-05	3.98532E-05
YKL128C	8.18847E-06	8.84547E-06	1.19223E-05	1.98899E-05	1.22295E-05	1.96101E-05	2.1043E-05	7.65902E-06	5.5385E-06	1.0517E-05
YKL130C	0	3.41387E-05	1.77673E-05	2.31344E-05	1.16235E-05	2.95032E-05	1.29662E-05	1.0656E-05	0	5.30156E-05
YKL135C	1.08008E-05	1.02175E-05	1.10031E-05	1.41265E-05	1.11174E-05	1.01833E-05	1.18078E-05	1.03249E-05	1.28543E-05	1.27216E-05
YKL138C	8.84793E-06	7.83508E-06	1.42993E-05	1.19911E-05	9.07119E-06	8.98597E-06	8.84657E-06	7.38471E-06	8.00564E-06	7.58768E-06
YKL139W	0	0	0	0	0	0	0	0	0	0
YKL140W	0	9.14641E-06	1.12243E-05	1.04324E-05	6.58704E-06	1.86941E-05	1.9113E-06	8.09086E-06	1.97763E-05	1.15628E-05
YKL141W	2.9842E-05	8.07713E-05	6.26045E-05	4.32879E-05	4.64005E-05	4.23809E-05	5.16196E-05	3.6802E-05	5.42197E-05	1.98493E-05
YKL142W	0.000363767	0.000337628	0.000277198	0.000293853	0.000342296	0.000342374	0.000251156	0.000412988	0.000442695	0.000242345
YKL144C	0	0	0	0	0	0	0	0	0	0
YKL145W	0.000215778	0.000211727	0.000193942	0.000240171	0.000191969	0.000206592	0.000223045	0.000206912	0.000231858	0.000195389
YKL148C	0.000112339	0.00021562	0.0002172	0.000121358	0.00013497	0.000131859	0.000152315	0.000109281	0.000121685	5.52956E-05
YKL150W	0.000608299	0.000682416	0.00067893	0.000564435	0.000815048	0.000850648	0.001091432	0.000408179	0.000292703	0.000260781
YKL151C	7.65678E-05	5.18959E-05	3.96018E-05	5.00646E-05	9.14583E-05	9.14561E-05	7.77425E-05	8.79889E-05	8.75027E-05	6.01805E-05
YKL152C	0.005117022	0.003513267	0.002983896	0.004277028	0.005358074	0.005654288	0.005179952	0.006135534	0.005561352	0.007174545
YKL154W	1.14521E-05	1.12219E-05	1.09903E-05	1.62842E-05	4.73134E-06	9.77701E-06	1.20792E-05	2.73003E-05	1.38042E-05	9.53804E-06
YKL157W	0.000124355	0.000168374	9.6239E-05	8.08998E-05	0.000112283	0.000110392	9.13613E-05	0.000131402	0.000150121	8.89029E-05
YKL159C	3.88345E-06	0	3.49733E-06	3.50459E-06	2.507E-06	0	3.60365E-06	0	2.26942E-06	2.12186E-06
YKL167C	2.19865E-05	1.88122E-05	3.41335E-05	2.62541E-05	2.08227E-05	2.11025E-05	1.99993E-05	1.94989E-05	1.67805E-05	1.68395E-05
YKL173W	7.83703E-07	4.9185E-07	9.16867E-07	7.46674E-07	6.84747E-07	7.89237E-07	6.6339E-07	5.28893E-07	6.29676E-07	8.87046E-07
YKL180W	0.001073866	0.001079209	0.000979706	0.000978164	0.001189794	0.001094781	0.001116098	0.00110585	0.001155576	0.000960396
YKL181W	1.5315E-05	1.40591E-05	1.20328E-05	1.00626E-05	1.66018E-05	1.65577E-05	1.55984E-05	1.81129E-05	2.05598E-05	1.88007E-05
YKL182W	0.001383718	0.001157459	0.000669054	0.000401967	0.001148911	0.001208038	0.001072286	0.001160029	0.000992493	0.000488524
YKL184W	0	0	0	0	0	0	0	0	0	0
YKL190W	0	0	0	0	0	0	0	0	0	0
YKL191W	6.93153E-05	5.79177E-05	6.4367E-05	7.11803E-05	6.84835E-05	8.01301E-05	7.6797E-05	6.07073E-05	6.83574E-05	5.91748E-05
YKL192C	0.00010747	0.000124817	0.000145676	0.000138808	0.000116092	0.000111827	9.13685E-05	0.000119359	0.000114304	0.000109712
YKL194C	5.67982E-06	0	9.11235E-06	9.22117E-06	8.27271E-06	4.73382E-06	5.24357E-06	2.16079E-06	3.94355E-06	9.33781E-06
YKL195W	0	0	0	0	0	0	0	0	0	0
YKL196C	3.81499E-05	3.95343E-05	3.68965E-05	3.56188E-05	3.79028E-05	3.51084E-05	4.02047E-05	4.24007E-05	4.72957E-05	4.13067E-05
YKL203C	0	0	0	0	0	0	0	0	0	0
YKL204W	1.84911E-05	1.46964E-05	1.57049E-05	2.31055E-05	1.55789E-05	1.61749E-05	1.51459E-05	1.40143E-05	1.81927E-05	1.64748E-05
