genes	REF	EtOG_20	EtOH_40	EtOH_60	Osm_02	Osm_04	Osm_06	HiT_33	HiT_36	HiT_38
YMR189W	1.82244E-05	1.69736E-05	1.02133E-05	5.50473E-06	1.55292E-05	1.43281E-05	1.01855E-05	1.23575E-05	9.74906E-06	6.30701E-06
YMR192W	0	0	0	0	0	0	0	0	0	0
YMR193W	2.94938E-05	2.66431E-05	4.79991E-05	3.72286E-05	3.16632E-05	2.89127E-05	2.76906E-05	2.35588E-05	2.37737E-05	2.25744E-05
YMR196W	6.28221E-06	7.26604E-06	6.63727E-06	5.37733E-06	5.56242E-06	4.87657E-06	3.88397E-06	9.85643E-06	7.49481E-06	5.41065E-06
YMR197C	3.23918E-05	2.66085E-05	2.44296E-05	2.10031E-05	2.99373E-05	2.30066E-05	2.43523E-05	3.82535E-05	4.45359E-05	2.10334E-05
YMR203W	0.000330451	0.000366	0.000427732	0.000391353	0.000341647	0.000353951	0.000322159	0.000334382	0.000329674	0.000339399
YMR205C	0.000166669	0.000182455	0.000136332	0.000150328	0.000179382	0.00018781	0.000218096	0.000186959	0.000208893	0.00026799
YMR208W	0.000156828	0.000136483	0.000110147	0.000109769	0.000159247	0.000156854	0.000173653	0.000139485	0.000144393	0.000142153
YMR212C	3.09528E-06	3.46468E-06	2.24261E-06	4.64006E-06	4.47944E-06	3.66438E-06	2.57929E-06	2.90818E-06	2.99471E-06	2.89391E-06
YMR214W	1.74703E-05	1.53717E-05	2.01415E-05	2.48508E-05	1.99736E-05	1.92268E-05	2.05029E-05	1.56959E-05	1.52916E-05	3.04079E-05
YMR215W	0	0	0	0	0	0	0	0	0	0
YMR217W	0.000563499	0.000521682	0.00041283	0.000327639	0.000658705	0.000644054	0.000642112	0.000779475	0.000714407	0.000524953
YMR220W	1.28301E-05	1.2464E-05	9.31111E-06	9.01358E-06	1.33193E-05	1.24373E-05	1.16197E-05	1.20788E-05	1.1864E-05	1.12495E-05
YMR222C	0	0	0	0	0	0	0	0	0	0
YMR225C	2.9018E-05	2.56643E-05	4.90813E-05	3.94201E-05	3.13962E-05	2.65425E-05	2.93767E-05	2.5618E-05	2.5151E-05	2.61069E-05
YMR226C	0.000406319	0.000839636	0.000507134	0.000369084	0.000492346	0.000510203	0.000630215	0.000431138	0.000445259	0.000403338
YMR228W	4.4558E-06	4.11994E-06	5.70508E-06	4.50596E-06	4.77244E-06	4.47629E-06	4.64527E-06	4.17673E-06	4.74639E-06	4.91285E-06
YMR229C	4.63507E-05	3.40743E-05	3.97318E-05	4.33624E-05	4.41797E-05	4.45297E-05	4.55823E-05	4.73479E-05	4.03594E-05	4.72555E-05
YMR235C	0.000219044	0.00020377	0.000179666	0.000174376	0.000212971	0.000208264	0.00018144	0.000230648	0.000237759	0.00018497
YMR237W	1.65316E-05	1.84423E-05	1.79765E-05	1.8157E-05	1.53022E-05	1.57482E-05	1.62943E-05	1.50139E-05	1.58887E-05	1.85347E-05
YMR239C	0	0	0	0	0	0	0	0	0	0
YMR240C	0	0	0	0	0	0	0	0	0	0
YMR241W	8.03451E-05	0.00017363	0.000121374	6.13155E-05	8.75511E-05	9.03067E-05	0.000102704	8.04934E-05	8.25743E-05	7.40814E-05
YMR244C-A	2.21796E-05	3.14195E-05	3.11764E-05	3.55221E-05	2.17247E-05	2.0773E-05	1.76238E-05	2.17674E-05	2.61275E-05	2.30087E-05
YMR246W	0.000105414	9.33765E-05	8.75789E-05	7.44624E-05	8.31375E-05	8.48498E-05	6.88386E-05	0.00013894	0.00015197	7.47795E-05
YMR247C	0	0	0	0	0	0	0	0	0	0
YMR259C	2.98661E-07	3.4042E-07	4.59276E-07	3.9024E-07	1.89513E-07	9.47079E-08	1.52899E-07	2.61248E-07	1.08275E-07	2.7726E-07
YMR260C	4.2048E-05	3.34028E-05	3.40861E-05	3.53329E-05	4.58413E-05	4.2456E-05	4.67955E-05	4.22284E-05	4.18539E-05	3.40222E-05
YMR261C	1.34114E-05	1.58616E-05	1.68898E-05	2.60614E-05	1.56207E-05	1.63591E-05	2.0934E-05	1.52032E-05	1.52531E-05	3.28844E-05
YMR264W	0	0	0	0	0	0	0	0	0	0
YMR267W	4.02414E-06	2.83604E-06	4.44427E-06	4.083E-06	2.82963E-06	3.22589E-06	1.66174E-06	3.67521E-06	2.94751E-06	4.57729E-06
YMR272C	1.38402E-05	7.87619E-06	1.72377E-05	3.60642E-05	1.02972E-05	4.41922E-06	0	9.51681E-06	3.77555E-06	3.54096E-05
YMR276W	6.2699E-05	6.9818E-05	0.000107254	0.00010471	6.8371E-05	6.21587E-05	7.82915E-05	5.96565E-05	6.63889E-05	6.43756E-05
YMR277W	0	0	6.40279E-06	8.1509E-06	5.67741E-06	0	5.53808E-06	5.19529E-06	0	4.1224E-06
YMR282C	0	0	0	0	0	0	0	0	0	0
YMR289W	1.51916E-05	1.23332E-05	1.52355E-05	1.09729E-05	1.93624E-05	1.34416E-05	1.85419E-05	2.07767E-05	2.28559E-05	1.56106E-05
YMR290C	1.61443E-05	1.2891E-05	1.64674E-05	2.07175E-05	1.86313E-05	1.94862E-05	2.42264E-05	1.98055E-05	1.93678E-05	3.00556E-05
YMR293C	0	0	0	0	0	0	0	0	0	0
YMR296C	2.85337E-05	2.65477E-05	2.6722E-05	2.91527E-05	3.36986E-05	3.02885E-05	3.1785E-05	2.94054E-05	2.86187E-05	2.7098E-05
YMR297W	0.000310915	0.000227605	0.000178431	0.000150418	0.000321166	0.000281008	0.000228307	0.000339854	0.000286305	0.000147701
YMR300C	8.28373E-05	0.000115252	0.000124699	0.000104075	8.97284E-05	8.47778E-05	8.35267E-05	9.04298E-05	8.18957E-05	0.000112484
YMR301C	0	0	0	0	0	0	0	0	0	0
YMR302C	0	0	0	0	0	0	0	0	0	0
YMR304W	4.94213E-06	5.3619E-06	4.7913E-06	3.38835E-06	5.44571E-06	5.11289E-06	6.06531E-06	5.1865E-06	6.74888E-06	3.88757E-06
YMR307W	2.10919E-05	1.39358E-05	1.53706E-05	2.06302E-05	2.14436E-05	2.15635E-05	2.89443E-05	1.34386E-05	2.26406E-05	2.33643E-05
YMR308C	2.90265E-05	2.44157E-05	3.00534E-05	3.93398E-05	3.08321E-05	2.92095E-05	2.93117E-05	3.22909E-05	3.63893E-05	3.86389E-05
YMR309C	0.000129901	0.000102775	0.000120608	0.000151387	0.00013994	0.000137716	0.000146438	0.000125749	0.000120569	0.00012908
YMR310C	0	0	0	0	0	0	0	0	0	0
YMR311C	0	0	0	0	0	0	0	0	0	0
YMR313C	0	0	0	0	0	0	0	0	0	0
YMR314W	0.000638962	0.000690894	0.000734989	0.00072153	0.000644898	0.000661315	0.000598691	0.000674708	0.000748285	0.000542145
YMR315W	0.000171609	0.000107665	7.77031E-05	7.01365E-05	0.000177739	0.000176235	0.000159412	0.000164192	0.000170536	0.00010448
YMR316W	0	0	0	0	0	0	0	0	0	0
YMR318C	0.000284651	0.00016992	0.000151463	0.000107928	0.000386171	0.000434981	0.00056745	0.000221107	0.000183477	0.000151319
YNL001W	1.02637E-05	1.16505E-05	1.27045E-05	1.48592E-05	1.2943E-05	1.16305E-05	1.61074E-05	9.86648E-06	1.28984E-05	1.17425E-05
YNL002C	3.2199E-05	2.9035E-05	3.43257E-05	4.26194E-05	3.89211E-05	3.57917E-05	4.18928E-05	3.86398E-05	3.73739E-05	3.66498E-05
YNL004W	2.70206E-05	2.46577E-05	3.04183E-05	3.37673E-05	2.42697E-05	2.22723E-05	2.65815E-05	2.33776E-05	3.4513E-05	3.33752E-05
YNL005C	1.95225E-05	1.6837E-05	3.25535E-05	2.83912E-05	2.1128E-05	2.00491E-05	1.8836E-05	1.6469E-05	1.67646E-05	1.98733E-05
YNL007C	0.000318567	0.000303223	0.000182076	0.00021986	0.000328158	0.000313058	0.000300622	0.00036097	0.00037703	0.000244346
YNL010W	0.000155509	0.000152611	0.000173405	0.000192542	0.000168677	0.000160415	0.000156681	0.000179832	0.000205334	0.00023382
YNL015W	6.18259E-05	7.99725E-05	5.89258E-05	2.95921E-05	5.39919E-05	5.08873E-05	3.48075E-05	6.12581E-05	6.35979E-05	1.5266E-05
YNL016W	0.0001045	0.000113418	0.000109077	0.000143278	0.000114183	0.00011548	0.00012121	0.000100121	0.00011557	0.000100178
YNL026W	4.40861E-06	4.90468E-06	6.24508E-06	5.96308E-06	3.83383E-06	4.61791E-06	3.58408E-06	4.38279E-06	4.69544E-06	5.13211E-06
YNL027W	1.81017E-06	2.75263E-06	1.38205E-06	1.83312E-06	1.89181E-06	1.76911E-06	1.68897E-06	2.03794E-06	2.39694E-06	1.60288E-06
YNL030W	0	0	0	0	0	0	0	0	0	0
YNL031C	0	0	0	0	0	0	0	0	0	0
YNL032W	0	0	0	0	0	0	0	0	0	0
YNL035C	0	0	0	0	0	0	0	0	0	0
YNL036W	8.30278E-05	3.81352E-05	0.00016925	0.000176153	7.52132E-05	7.97338E-05	6.6196E-05	7.60554E-05	7.69539E-05	0.000103609
YNL037C	0.001387776	0.003620429	0.004268737	0.002869726	0.001792811	0.001922369	0.002524963	0.001773771	0.001750485	0.001310938
YNL040W	1.57779E-05	2.08505E-05	1.11101E-05	2.12151E-06	1.28772E-05	8.66066E-06	4.87325E-06	1.77698E-05	1.70905E-05	1.54017E-05
YNL041C	6.08982E-07	0	7.72972E-07	0	0	0	0	1.50614E-06	0	1.25272E-06
YNL044W	0.000735366	0.000755277	0.00052009	0.000376042	0.000715946	0.000681297	0.000594225	0.000693118	0.000796011	0.000655888
YNL045W	2.48742E-05	2.31136E-05	2.90797E-05	4.07571E-05	2.51176E-05	2.53483E-05	2.38678E-05	2.59358E-05	3.14105E-05	2.5282E-05
YNL048W	0	0	0	0	0	0	0	0	0	0
YNL055C	0.002772984	0.003604651	0.004773117	0.003866754	0.00279231	0.00253495	0.002253284	0.003238381	0.003585752	0.002789184
YNL056W	0	1.51911E-06	0	0	0	1.62229E-06	1.81134E-06	0	0	1.11163E-06
YNL059C	1.24544E-05	8.61944E-06	8.45515E-06	1.22035E-05	1.07511E-05	9.68364E-06	1.0178E-05	9.47042E-06	1.28602E-05	1.21492E-05
YNL061W	2.025E-05	1.76103E-05	1.70435E-05	1.69222E-05	2.20129E-05	2.16007E-05	2.37562E-05	1.86261E-05	1.78471E-05	1.89235E-05
YNL062C	0	3.41763E-06	4.63357E-06	6.75303E-06	5.50133E-06	4.93387E-06	0	5.33137E-06	4.13422E-06	5.82519E-06
YNL064C	0.000425688	0.000432591	0.000361903	0.000340718	0.000462661	0.000468259	0.000480745	0.000496859	0.000600538	0.000638936
YNL067W	8.85208E-05	0.000115064	0.00011114	0.000119932	0.000119973	0.000111191	0.000119884	0.000113029	0.000125433	0.000121568
YNL069C	0.000591807	0.00052254	0.000598448	0.000601237	0.000622138	0.000649004	0.00065633	0.000630139	0.000602989	0.000584986
YNL070W	0	0	0	0	0	0	0	0	0	0
YNL071W	0.000299257	0.0003486	0.000365971	0.000434506	0.000304637	0.000307984	0.000289148	0.000337478	0.000383825	0.000312049
YNL073W	0	0	3.27174E-06	4.50413E-06	3.11133E-06	0	0	0	0	3.74607E-06
YNL077W	0	0	0	0	0	0	0	0	0	0
YNL079C	0.000215432	0.000163589	0.000123061	0.000166977	0.000127366	0.00019293	0.000109281	0.00013469	0.000145532	0.00010079
YNL083W	0	0	0	0	0	2.7951E-06	0	0	0	4.82559E-06
YNL084C	1.24889E-05	1.41782E-05	1.33597E-05	1.46935E-05	1.31556E-05	1.18282E-05	1.11963E-05	1.32141E-05	1.33588E-05	1.08271E-05
YNL085W	4.11503E-05	4.48797E-05	4.68909E-05	6.11002E-05	4.46827E-05	4.32982E-05	4.7676E-05	3.69046E-05	4.83795E-05	6.14094E-05
YNL087W	1.33927E-06	1.62329E-06	1.74861E-06	1.52255E-06	1.09295E-06	1.40953E-06	1.18373E-06	1.01262E-06	1.1677E-06	1.89883E-06
YNL090W	1.4586E-05	1.69542E-05	1.4752E-05	1.27589E-05	1.3682E-05	1.26676E-05	1.19887E-05	1.46514E-05	1.69124E-05	1.46622E-05
YNL096C	0.00063506	0.000540834	0.000562399	0.000442755	0.000627658	0.000624208	0.000651931	0.000723262	0.000652607	0.00048368
YNL098C	8.98591E-05	8.54095E-05	8.69879E-05	8.47981E-05	9.0996E-05	8.72715E-05	7.57165E-05	0.000113916	0.000134957	7.92567E-05
YNL100W	6.65314E-06	6.74889E-06	7.13724E-06	6.84585E-06	6.7004E-06	6.2908E-06	6.19956E-06	5.67603E-06	6.59079E-06	3.64346E-06
YNL108C	9.32149E-06	1.34483E-05	1.3032E-05	1.44416E-05	1.95628E-05	1.67811E-05	1.89296E-05	1.19192E-05	1.19391E-05	1.10057E-05
YNL110C	3.33609E-05	2.83685E-05	3.07565E-05	3.09988E-05	3.58968E-05	3.54157E-05	3.23175E-05	3.7396E-05	3.60368E-05	3.22542E-05
YNL111C	0.000203652	9.07613E-05	8.25592E-05	6.64342E-05	0.000217951	0.000214697	0.000219489	0.000110328	0.000130976	0.000119874
YNL112W	4.55648E-05	3.67437E-05	3.73387E-05	2.70855E-05	5.03243E-05	5.0259E-05	5.05876E-05	5.9666E-05	4.79316E-05	4.0384E-05
YNL115C	1.48911E-05	1.54659E-05	8.62408E-06	8.97906E-06	1.43869E-05	1.17934E-05	9.65851E-06	1.48507E-05	1.29956E-05	7.12449E-06
YNL117W	6.56236E-05	0.000332337	0.000280265	2.90923E-05	5.30281E-05	4.46152E-05	2.49815E-05	7.84374E-05	6.75285E-05	6.52961E-06
YNL118C	6.3975E-06	7.72461E-06	8.03721E-06	9.54792E-06	6.94798E-06	6.39853E-06	7.53524E-06	5.62867E-06	7.456E-06	6.53919E-06
YNL119W	0	0	0	0	0	0	0	0	0	0
YNL121C	0.000154031	0.000141679	0.000206261	0.000241202	0.000182271	0.000168769	0.000190872	0.000143699	0.000150543	0.000190915
YNL123W	1.94726E-05	2.07977E-05	2.38486E-05	2.90185E-05	2.01234E-05	2.23311E-05	2.24758E-05	1.93378E-05	1.89754E-05	2.83982E-05
YNL124W	0	9.68771E-06	0	0	1.16807E-05	0	2.77892E-05	8.70276E-06	0	7.40752E-06
YNL127W	7.27723E-07	0	9.87459E-07	1.04877E-06	0	0	0	0	9.72856E-07	1.01924E-06
YNL129W	3.31776E-06	6.76159E-06	0	1.67319E-06	3.10916E-06	3.37756E-06	2.9638E-06	2.65839E-06	1.88511E-06	1.42557E-06
YNL130C	0	0	0	0	5.62781E-05	4.08046E-05	5.84966E-05	0	0	9.82795E-05
YNL131W	0.000276764	0.000271503	0.000356405	0.000309731	0.000253469	0.000239056	0.000278562	0.000265237	0.000258484	0.000309414
YNL132W	3.3759E-05	2.38644E-05	2.47964E-05	3.07966E-05	3.17671E-05	3.14922E-05	3.14087E-05	2.98311E-05	2.88546E-05	3.92703E-05
YNL135C	0.000438395	0.000386424	0.000331712	0.000226453	0.000491867	0.000483105	0.000488145	0.000415363	0.000446379	0.000287447
YNL137C	1.79565E-05	1.49551E-05	2.87889E-05	3.26935E-05	1.96851E-05	1.90452E-05	2.02561E-05	1.51779E-05	1.43004E-05	1.40741E-05
YNL138W	0.000211558	0.000207734	0.000170755	0.000175643	0.00022162	0.000213251	0.000193068	0.000224446	0.000235122	0.000168548
YNL139C	0	0	0	0	0	0	0	0	0	0
YNL141W	1.5204E-05	2.57534E-05	5.33162E-06	3.67564E-06	1.7201E-05	1.55046E-05	1.40421E-05	1.78011E-05	9.61341E-06	7.31016E-06
YNL147W	5.07433E-05	6.71679E-05	5.12984E-05	4.44497E-05	5.30409E-05	5.32773E-05	5.25228E-05	5.39345E-05	5.66093E-05	4.45594E-05
YNL149C	6.19195E-05	6.39067E-05	5.31042E-05	5.46498E-05	7.23257E-05	6.70939E-05	6.70259E-05	6.18193E-05	6.30221E-05	6.42368E-05
YNL151C	2.05464E-05	2.05934E-05	2.13133E-05	0	3.66526E-05	1.65261E-05	2.61113E-05	1.0164E-05	6.52015E-06	4.66512E-06
YNL153C	0	8.00252E-06	0	0	1.21495E-05	1.07E-05	0	0	0	8.4953E-06
YNL163C	8.56319E-06	6.47515E-06	7.64489E-06	1.16329E-05	7.44549E-06	7.16938E-06	7.73725E-06	8.3267E-06	9.38291E-06	1.10239E-05
YNL166C	1.45594E-06	1.17033E-06	1.70196E-06	1.93874E-06	1.25097E-06	1.41756E-06	1.20046E-06	0	1.73287E-06	1.96768E-06
YNL168C	0.000141532	0.000252531	0.000152306	0.000130679	0.000131078	0.00012962	8.8952E-05	0.000159217	0.000168781	0.0001037
YNL173C	3.52393E-05	5.05823E-05	4.45203E-05	4.18561E-05	3.1791E-05	4.03012E-05	2.74321E-05	4.67057E-05	4.5734E-05	3.366E-05
YNL175C	2.94033E-05	2.10289E-05	2.58853E-05	2.7937E-05	2.97227E-05	2.99571E-05	2.95611E-05	2.99843E-05	2.76524E-05	2.93932E-05
YNL177C	5.01114E-06	4.1373E-06	8.02177E-06	6.35114E-06	4.93743E-06	4.89801E-06	5.33614E-06	3.9436E-06	4.03761E-06	5.95007E-06
YNL178W	0.001619638	0.001318567	0.001382724	0.001377742	0.001893544	0.001766926	0.001824159	0.001702372	0.00182879	0.001614615
YNL181W	3.15983E-05	3.37756E-05	3.10661E-05	2.98045E-05	2.79919E-05	2.78844E-05	3.12389E-05	2.83184E-05	2.75912E-05	2.79758E-05
YNL182C	9.66603E-06	5.74192E-06	6.73986E-06	9.83809E-06	9.51287E-06	7.58219E-06	1.05644E-05	1.01687E-05	1.12044E-05	8.9404E-06
YNL185C	1.40336E-05	1.16858E-05	2.19502E-05	2.0528E-05	1.42739E-05	1.35172E-05	1.20926E-05	1.21137E-05	1.32804E-05	1.55117E-05
YNL189W	2.71627E-05	2.65431E-05	2.60601E-05	2.64478E-05	2.97053E-05	2.79613E-05	2.97387E-05	3.12533E-05	2.89395E-05	2.58068E-05
YNL193W	0	0	0	0	0	0	0	0	0	0
YNL197C	0	0	0	0	0	0	0	0	0	0
YNL200C	4.76238E-05	3.19005E-05	2.89027E-05	3.57661E-05	4.36514E-05	4.28476E-05	3.00337E-05	6.76894E-05	7.83006E-05	2.78847E-05
YNL201C	0	0	0	0	0	0	0	0	0	0
YNL206C	1.85887E-05	1.93441E-05	1.83526E-05	1.95995E-05	2.08022E-05	1.59385E-05	1.68678E-05	1.84549E-05	1.96656E-05	1.76978E-05
YNL208W	0.003982102	0.003872825	0.002157688	0.001578962	0.003356495	0.002973465	0.002199958	0.005034276	0.006270397	0.002383217
YNL209W	0.002882733	0.002690224	0.002894334	0.003140762	0.003275604	0.003324414	0.003682215	0.003074008	0.003174914	0.003297524
YNL212W	0	0	0	0	0	0	0	0	0	0
YNL216W	1.62175E-05	1.96375E-05	1.48817E-05	1.59407E-05	1.47397E-05	1.25455E-05	1.34361E-05	1.40751E-05	1.46327E-05	1.31919E-05
YNL219C	1.27728E-05	1.23876E-05	9.45813E-06	1.33788E-05	6.32291E-06	1.12418E-05	1.13284E-05	1.00723E-05	1.10542E-05	2.0713E-05
YNL220W	0.000638067	0.000627696	0.000709359	0.000555302	0.000659706	0.000638778	0.000688572	0.000682797	0.000696457	0.000877845
YNL221C	0	0	0	0	0	0	0	0	0	0
YNL225C	0	0	1.38812E-06	2.03345E-06	1.24249E-06	0	2.05284E-06	0	1.15072E-06	2.33703E-06
YNL229C	4.52533E-05	4.58872E-05	6.18585E-05	6.77654E-05	5.4075E-05	5.13061E-05	7.2501E-05	5.33985E-05	6.7195E-05	7.05853E-05
YNL231C	3.54943E-05	6.06643E-05	4.69461E-05	4.42019E-05	3.67885E-05	3.54403E-05	3.35536E-05	4.1982E-05	4.80457E-05	6.02726E-05
YNL232W	6.70454E-06	6.31279E-06	6.89938E-06	7.54706E-06	7.39677E-06	7.318E-06	6.74674E-06	7.43602E-06	7.15933E-06	5.6155E-06
YNL241C	0.000254568	0.000188708	0.00023496	0.000333243	0.000253428	0.000242498	0.00026755	0.000256699	0.000258259	0.000298031
YNL243W	2.1416E-05	2.0425E-05	2.17194E-05	2.44995E-05	2.17276E-05	1.93139E-05	2.05727E-05	2.15729E-05	2.31864E-05	1.9581E-05
YNL244C	2.42141E-05	1.69224E-05	2.33002E-05	3.08889E-05	2.37482E-05	2.31615E-05	2.47828E-05	2.95866E-05	3.34317E-05	3.33346E-05
YNL247W	3.95129E-05	3.53982E-05	4.58838E-05	5.76337E-05	4.39194E-05	4.31383E-05	4.78772E-05	3.91697E-05	4.04026E-05	4.82438E-05
YNL248C	4.24441E-05	3.52061E-05	3.9939E-05	4.45994E-05	4.84427E-05	4.72684E-05	4.86134E-05	4.83582E-05	4.85379E-05	4.63948E-05
YNL249C	0	0	0	0	0	0	0	0	0	0
YNL251C	2.85631E-05	2.98621E-05	3.01077E-05	3.53259E-05	3.08518E-05	3.13872E-05	2.74849E-05	2.62369E-05	2.5963E-05	2.58549E-05
YNL252C	5.42297E-05	4.69526E-05	9.38192E-05	8.10102E-05	5.99513E-05	5.68645E-05	5.40155E-05	4.3644E-05	4.22255E-05	4.385E-05
YNL256W	2.73387E-06	3.51666E-06	4.70843E-06	5.62363E-06	3.20062E-06	2.74328E-06	3.28138E-06	3.25892E-06	2.83344E-06	3.58655E-06
YNL258C	0.000714085	0.001284669	0.000650969	0.000733847	0.000667125	0.001108218	0.000675312	0.000731212	0.000856904	0.000707617
YNL261W	0	0	0	0	0	0	0	0	0	0
YNL263C	0	0	0	0	0	0	0	0	0	0
YNL264C	6.16529E-06	4.20294E-06	0	4.83091E-06	0	0	0	6.9595E-06	6.10351E-06	5.61698E-06
YNL265C	1.41693E-05	1.59998E-05	9.32795E-06	6.9583E-06	1.06633E-05	1.34637E-05	9.5576E-06	1.32086E-05	1.52902E-05	1.07122E-05
YNL267W	0	0	0	0	0	0	0	0	0	0
YNL272C	0	9.21654E-07	0	2.76702E-06	3.16346E-06	0	0	0	3.22734E-06	2.61634E-06
YNL274C	0.000307433	0.000221193	0.000204563	0.000376512	0.000360999	0.000428559	0.000543525	0.000423972	0.000444919	0.000144032
YNL277W	5.80878E-05	5.23886E-05	8.93208E-05	0.000104455	5.92497E-05	5.69393E-05	6.04895E-05	6.42354E-05	6.72741E-05	8.62889E-05
YNL281W	0.00010121	9.20135E-05	0.000124753	0.000152238	0.000103274	0.000109761	0.000109306	0.000143516	0.000206008	0.000303578
YNL284C	5.48996E-06	4.74395E-06	8.81558E-06	6.80135E-06	6.06191E-06	5.85592E-06	5.57484E-06	4.57965E-06	4.9267E-06	4.86921E-06
YNL287W	3.65049E-05	3.46251E-05	3.57702E-05	4.48204E-05	4.184E-05	3.85822E-05	4.18014E-05	3.84766E-05	3.97311E-05	4.64617E-05
YNL288W	4.37401E-05	3.09036E-05	2.23821E-05	4.15109E-05	4.42384E-05	3.52433E-05	4.04233E-05	5.12188E-05	4.61133E-05	5.09005E-05
YNL290W	5.77996E-05	5.68196E-05	5.6195E-05	6.99953E-05	6.57634E-05	5.6157E-05	5.60802E-05	5.46108E-05	5.67485E-05	5.92769E-05
YNL292W	2.17835E-06	1.74231E-06	2.10185E-06	2.34914E-06	2.28059E-06	2.82677E-06	2.46026E-06	1.86525E-06	1.87894E-06	1.40572E-06
YNL297C	2.45495E-06	2.1928E-06	2.00668E-06	2.53332E-06	1.83496E-06	2.13132E-06	1.92812E-06	2.12094E-06	2.36351E-06	2.53639E-06
YNL298W	0	0	0	3.48814E-06	0	0	0	0	0	3.61709E-06
YNL302C	0.001047776	0.000801047	0.000972999	0.000961559	0.001332272	0.001187651	0.00113219	0.001264243	0.001207973	0.000828103
YNL307C	0.000155123	0.000170428	0.000135039	0.000111228	0.000141534	0.000138439	0.000124047	0.000163201	0.000187079	0.000135671
YNL308C	1.01756E-05	9.32737E-06	7.58257E-06	1.42901E-05	1.07756E-05	1.18314E-05	1.42597E-05	1.18438E-05	1.47232E-05	1.67542E-05
YNL309W	0	0	0	0	0	0	0	0	0	0
YNL310C	8.83962E-07	1.03037E-06	1.30526E-06	1.34582E-06	8.44405E-07	0	7.77613E-07	8.70356E-07	1.03985E-06	1.26418E-06
YNL312W	7.05664E-06	7.82896E-06	6.32441E-06	6.98759E-06	7.04112E-06	7.26722E-06	8.13632E-06	7.4682E-06	5.80251E-06	4.72379E-06
YNL313C	5.46837E-06	4.17281E-06	6.75619E-06	6.53554E-06	6.12541E-06	7.36667E-06	7.51731E-06	6.96247E-06	7.47495E-06	7.10702E-06
YNL315C	5.16575E-05	6.06071E-05	7.72362E-05	6.73662E-05	6.09288E-05	5.08501E-05	5.02178E-05	4.68014E-05	5.08005E-05	5.9278E-05
YNL316C	4.19565E-05	4.08784E-05	5.00162E-05	5.16672E-05	5.24041E-05	5.28266E-05	4.42535E-05	4.25189E-05	4.7169E-05	3.42568E-05
YNL320W	0	9.34507E-06	8.0051E-06	0	8.527E-06	1.00303E-05	1.10658E-05	0	1.31376E-05	2.3865E-05
YNL323W	1.37246E-05	1.51112E-05	1.93085E-05	1.68285E-05	1.11986E-05	0	1.71079E-05	1.42023E-05	1.72363E-05	2.03709E-05
YNL330C	1.73532E-05	1.61761E-05	1.78831E-05	1.44295E-05	1.72524E-05	1.84986E-05	1.5778E-05	1.77683E-05	1.76138E-05	1.19889E-05
YNR003C	3.04751E-06	2.52058E-06	2.57633E-06	2.64618E-06	3.15489E-06	2.81456E-06	3.10882E-06	3.23711E-06	3.45457E-06	2.35552E-06
YNR008W	0	0	0	0	0	0	0	0	0	0
YNR013C	4.95245E-06	8.1401E-06	7.91481E-06	9.43235E-06	4.0413E-06	6.1614E-06	5.01942E-06	6.02668E-06	5.49216E-06	8.54003E-06
YNR015W	2.66881E-06	2.16198E-06	2.88876E-06	3.05553E-06	2.74284E-06	2.71797E-06	2.75652E-06	2.89158E-06	2.85512E-06	2.98161E-06
YNR017W	0.000432772	0.000385817	0.000546565	0.000513187	0.000414246	0.000438433	0.000432756	0.000366744	0.000381363	0.000472687
YNR019W	1.62721E-05	1.78154E-05	8.66579E-06	1.29802E-05	1.5636E-05	1.6202E-05	1.08749E-05	1.30628E-05	1.31025E-05	2.77854E-05
YNR021W	0.000101796	0.000118873	0.000115469	0.000131358	9.91643E-05	0.000102357	0.000100855	0.000103372	0.000109109	0.000115038
YNR022C	3.99883E-05	3.0196E-05	6.25161E-05	3.89762E-05	4.47237E-05	3.93033E-05	3.91952E-05	3.42711E-05	3.20128E-05	2.85557E-05
YNR026C	0	0	0	0	0	0	0	0	0	0
YNR029C	2.69354E-06	2.32307E-06	1.94106E-06	2.80172E-06	2.79348E-06	2.55397E-06	2.08932E-06	3.01578E-06	2.28982E-06	2.5765E-06
YNR032C-A	4.16457E-06	5.59453E-06	5.90073E-06	5.82595E-06	4.12351E-06	4.46369E-06	3.51639E-06	4.62469E-06	4.08539E-06	3.23775E-06
YNR034W	2.87726E-05	2.90378E-05	2.37163E-05	2.80215E-05	3.50408E-05	4.51174E-05	6.21324E-05	2.96689E-05	3.69748E-05	3.29324E-05
YNR034W-A	0.000300049	0.000143687	7.15645E-05	0.000292691	0.000330184	0.000349985	0.000307873	0.000587995	0.00044899	0.000157263
YNR035C	0.000235359	0.000227285	0.0002271	0.000258604	0.000250891	0.000253308	0.000234028	0.000253791	0.00030411	0.000342018
YNR038W	0	0	0	0	0	0	0	0	0	0
YNR040W	3.52279E-05	2.92662E-05	5.29755E-05	5.13786E-05	4.19954E-05	4.36329E-05	4.29048E-05	2.77747E-05	3.47588E-05	7.38521E-05
YNR043W	0.000553384	0.000533351	0.000465372	0.000304478	0.000624086	0.000591908	0.000626479	0.000479319	0.000492114	0.000402255
YNR046W	0	0	0	0	0	0	0	0	0	0
YNR050C	0.000353301	0.000301033	0.000333531	0.000332261	0.000406317	0.000395523	0.000407356	0.000385127	0.000314847	0.000171265
